sesion,round,price,prev_price,part_label_ID,pl_f0,pl_f1,pl_f2,pl_f3,pl_fcast_rnd_0,pl_fcast_rnd_1,pl_fcast_rnd_2,pl_fcast_rnd_3,pl_fcast_err_0,pl_fcast_err_1,pl_fcast_err_2,pl_fcast_err_3,model
newmfpwu,30,13.0,12.0,newmfpwubot6,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot7,14,15,16,17,1,3,6,11,0.5,1.0,0.0,1.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot7,15,16,17,18,2,4,7,12,0.0,-1.0,0.0,1.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot7,17,18,19,20,3,5,8,13,-1.0,-2.0,-2.0,0.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot7,17,18,19,21,4,6,9,14,-2.0,-2.0,-2.0,-1.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot7,18,19,21,23,5,7,10,15,-2.0,-2.0,-3.5,-3.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot7,18,19,22,25,6,8,11,16,-2.0,-2.0,-4.0,-5.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot7,18,19,21,23,7,9,12,17,-1.0,-2.0,-2.0,-3.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot7,18,19,21,23,8,10,13,18,-1.0,-1.5,-1.0,-3.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot7,19,20,22,25,9,11,14,19,-2.0,-2.0,-2.0,-6.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot7,20,21,23,25,10,12,15,20,-2.5,-2.0,-3.0,-6.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot7,21,22,23,25,11,13,16,21,-3.0,-2.0,-3.0,-7.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot7,21,22,24,26,12,14,17,22,-2.0,-2.0,-4.0,-9.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot7,21,22,24,26,13,15,18,23,-1.0,-2.0,-4.0,-10.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot7,21,22,24,26,14,16,19,24,-1.0,-2.0,-5.0,-12.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot7,21,22,24,26,15,17,20,25,-1.0,-2.0,-5.0,-14.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot7,21,22,24,26,16,18,21,26,-1.0,-2.0,-6.0,-14.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot7,20,21,22,24,17,19,22,27,0.0,-2.0,-5.0,-12.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot7,19,20,21,22,18,20,23,28,1.0,-1.0,-5.0,-10.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot7,19,20,21,22,19,21,24,29,0.0,-2.0,-7.0,-10.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot7,17,18,19,20,20,22,25,30,2.0,-1.0,-7.0,-8.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot7,16,15,15,,21,23,26,,2.0,1.0,-3.0,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot7,15,15,14,,22,24,27,,2.0,-1.0,-2.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot7,14,14,14,,23,25,28,,2.0,-2.0,-2.0,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot7,12,12,12,,24,26,29,,2.0,0.0,0.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot7,12,11,10,,25,27,30,,0.0,1.0,2.0,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot7,11,11,,,26,28,,,1.0,1.0,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot7,11,10,,,27,29,,,1.0,2.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot7,11,10,,,28,30,,,1.0,2.0,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot7,10,,,,29,,,,2.0,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot7,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot8,14,15,16,17,1,3,6,11,0.5,1.0,0.0,1.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot8,15,16,17,18,2,4,7,12,0.0,-1.0,0.0,1.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot8,16,17,18,19,3,5,8,13,0.0,-1.0,-1.0,1.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot8,17,18,19,20,4,6,9,14,-2.0,-2.0,-2.0,0.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot8,18,19,20,22,5,7,10,15,-2.0,-2.0,-2.5,-2.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot8,18,19,20,22,6,8,11,16,-2.0,-2.0,-2.0,-2.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot8,17,18,19,20,7,9,12,17,0.0,-1.0,0.0,0.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot8,18,19,20,22,8,10,13,18,-1.0,-1.5,0.0,-2.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot8,18,19,20,22,9,11,14,19,-1.0,-1.0,0.0,-3.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot8,20,21,22,20,10,12,15,20,-2.5,-2.0,-2.0,-1.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot8,21,22,23,24,11,13,16,21,-3.0,-2.0,-3.0,-6.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot8,21,22,23,24,12,14,17,22,-2.0,-2.0,-3.0,-7.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot8,21,22,23,20,13,15,18,23,-1.0,-2.0,-3.0,-4.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot8,21,22,23,20,14,16,19,24,-1.0,-2.0,-4.0,-6.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot8,21,22,23,20,15,17,20,25,-1.0,-2.0,-4.0,-8.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot8,20,21,22,23,16,18,21,26,0.0,-1.0,-4.0,-11.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot8,19,20,21,18,17,19,22,27,1.0,-1.0,-4.0,-6.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot8,19,20,21,20,18,20,23,28,1.0,-1.0,-5.0,-8.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot8,19,20,21,18,19,21,24,29,0.0,-2.0,-7.0,-6.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot8,18,19,20,17,20,22,25,30,1.0,-2.0,-8.0,-5.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot8,16,15,14,,21,23,26,,2.0,1.0,-2.0,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot8,14,13,12,,22,24,27,,3.0,1.0,0.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot8,13,12,14,,23,25,28,,3.0,0.0,-2.0,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot8,13,12,14,,24,26,29,,1.0,0.0,-2.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot8,12,11,10,,25,27,30,,0.0,1.0,2.0,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot8,11,10,,,26,28,,,1.0,2.0,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot8,11,10,,,27,29,,,1.0,2.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot8,12,12,,,28,30,,,0.0,0.0,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot8,12,,,,29,,,,0.0,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot8,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot9,14,15,16,18,1,3,6,11,0.5,1.0,0.0,0.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot9,15,16,17,18,2,4,7,12,0.0,-1.0,0.0,1.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot9,16,17,18,19,3,5,8,13,0.0,-1.0,-1.0,1.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot9,17,18,19,21,4,6,9,14,-2.0,-2.0,-2.0,-1.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot9,18,19,22,25,5,7,10,15,-2.0,-2.0,-4.5,-5.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot9,18,19,21,24,6,8,11,16,-2.0,-2.0,-3.0,-4.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot9,17,18,19,22,7,9,12,17,0.0,-1.0,0.0,-2.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot9,18,19,21,24,8,10,13,18,-1.0,-1.5,-1.0,-4.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot9,18,19,21,24,9,11,14,19,-1.0,-1.0,-1.0,-5.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot9,19,20,22,25,10,12,15,20,-1.5,-1.0,-2.0,-6.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot9,21,22,24,26,11,13,16,21,-3.0,-2.0,-4.0,-8.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot9,21,22,24,26,12,14,17,22,-2.0,-2.0,-4.0,-9.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot9,21,22,24,26,13,15,18,23,-1.0,-2.0,-4.0,-10.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot9,21,22,24,26,14,16,19,24,-1.0,-2.0,-5.0,-12.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot9,21,22,23,24,15,17,20,25,-1.0,-2.0,-4.0,-12.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot9,20,21,22,24,16,18,21,26,0.0,-1.0,-4.0,-12.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot9,19,20,21,22,17,19,22,27,1.0,-1.0,-4.0,-10.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot9,20,19,18,17,18,20,23,28,0.0,0.0,-2.0,-5.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot9,18,19,20,19,19,21,24,29,1.0,-1.0,-6.0,-7.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot9,18,17,16,14,20,22,25,30,1.0,0.0,-4.0,-2.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot9,16,15,14,,21,23,26,,2.0,1.0,-2.0,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot9,14,13,12,,22,24,27,,3.0,1.0,0.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot9,,,,,23,25,28,,,,,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot9,11,10,14,,24,26,29,,3.0,2.0,-2.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot9,11,10,14,,25,27,30,,1.0,2.0,-2.0,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot9,11,10,,,26,28,,,1.0,2.0,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot9,12,14,,,27,29,,,0.0,-2.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot9,12,14,,,28,30,,,0.0,-2.0,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot9,12,,,,29,,,,0.0,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot9,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot10,15,15,16,17,1,3,6,11,-0.5,1.0,0.0,1.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot10,15,15,16,17,2,4,7,12,0.0,0.0,1.0,2.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot10,16,16,17,18,3,5,8,13,0.0,0.0,0.0,2.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot10,16,16,17,18,4,6,9,14,-1.0,0.0,0.0,2.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot10,17,18,19,20,5,7,10,15,-1.0,-1.0,-1.5,0.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot10,17,18,19,20,6,8,11,16,-1.0,-1.0,-1.0,0.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot10,17,18,19,20,7,9,12,17,0.0,-1.0,0.0,0.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot10,18,19,20,22,8,10,13,18,-1.0,-1.5,0.0,-2.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot10,18,19,20,22,9,11,14,19,-1.0,-1.0,0.0,-3.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot10,20,21,22,23,10,12,15,20,-2.5,-2.0,-2.0,-4.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot10,20,21,22,23,11,13,16,21,-2.0,-1.0,-2.0,-5.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot10,21,22,23,21,12,14,17,22,-2.0,-2.0,-3.0,-4.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot10,20,21,22,20,13,15,18,23,0.0,-1.0,-2.0,-4.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot10,20,20,19,18,14,16,19,24,0.0,0.0,0.0,-4.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot10,20,20,19,18,15,17,20,25,0.0,0.0,0.0,-6.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot10,20,19,18,17,16,18,21,26,0.0,1.0,0.0,-5.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot10,19,18,17,16,17,19,22,27,1.0,1.0,0.0,-4.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot10,19,18,17,14,18,20,23,28,1.0,1.0,-1.0,-2.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot10,18,17,16,14,19,21,24,29,1.0,1.0,-2.0,-2.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot10,16,15,14,14,20,22,25,30,3.0,2.0,-2.0,-2.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot10,,,,,21,23,26,,,,,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot10,14,13,13,,22,24,27,,3.0,1.0,-1.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot10,13,13,14,,23,25,28,,3.0,-1.0,-2.0,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot10,13,13,14,,24,26,29,,1.0,-1.0,-2.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot10,13,14,14,,25,27,30,,-1.0,-2.0,-2.0,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot10,12,13,,,26,28,,,0.0,-1.0,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot10,13,14,,,27,29,,,-1.0,-2.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot10,12,14,,,28,30,,,0.0,-2.0,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot10,,,,,29,,,,,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot10,14,,,,30,,,,-2.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot11,14,15,16,17,1,3,6,11,0.5,1.0,0.0,1.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot11,15,16,17,18,2,4,7,12,0.0,-1.0,0.0,1.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot11,17,18,19,21,3,5,8,13,-1.0,-2.0,-2.0,-1.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot11,17,18,20,22,4,6,9,14,-2.0,-2.0,-3.0,-2.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot11,18,19,21,24,5,7,10,15,-2.0,-2.0,-3.5,-4.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot11,18,19,21,24,6,8,11,16,-2.0,-2.0,-3.0,-4.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot11,18,19,21,24,7,9,12,17,-1.0,-2.0,-2.0,-4.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot11,18,19,21,24,8,10,13,18,-1.0,-1.5,-1.0,-4.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot11,19,20,22,25,9,11,14,19,-2.0,-2.0,-2.0,-6.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot11,20,21,23,25,10,12,15,20,-2.5,-2.0,-3.0,-6.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot11,21,22,24,26,11,13,16,21,-3.0,-2.0,-4.0,-8.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot11,21,22,24,26,12,14,17,22,-2.0,-2.0,-4.0,-9.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot11,21,22,24,25,13,15,18,23,-1.0,-2.0,-4.0,-9.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot11,21,22,24,26,14,16,19,24,-1.0,-2.0,-5.0,-12.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot11,21,22,24,26,15,17,20,25,-1.0,-2.0,-5.0,-14.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot11,20,21,22,23,16,18,21,26,0.0,-1.0,-4.0,-11.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot11,19,19,18,18,17,19,22,27,1.0,0.0,-1.0,-6.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot11,19,18,17,16,18,20,23,28,1.0,1.0,-1.0,-4.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot11,17,16,15,14,19,21,24,29,2.0,2.0,-1.0,-2.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot11,16,15,14,14,20,22,25,30,3.0,2.0,-2.0,-2.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot11,15,14,14,,21,23,26,,3.0,2.0,-2.0,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot11,14,13,13,,22,24,27,,3.0,1.0,-1.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot11,13,13,14,,23,25,28,,3.0,-1.0,-2.0,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot11,13,13,14,,24,26,29,,1.0,-1.0,-2.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot11,,,,,25,27,30,,,,,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot11,,,,,26,28,,,,,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot11,12,12,,,27,29,,,0.0,0.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot11,12,12,,,28,30,,,0.0,0.0,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot11,12,,,,29,,,,0.0,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot11,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot12,15,15,16,17,1,3,6,11,-0.5,1.0,0.0,1.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot12,15,15,16,17,2,4,7,12,0.0,0.0,1.0,2.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot12,16,16,17,17,3,5,8,13,0.0,0.0,0.0,3.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot12,16,16,17,17,4,6,9,14,-1.0,0.0,0.0,3.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot12,17,18,19,20,5,7,10,15,-1.0,-1.0,-1.5,0.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot12,17,18,19,20,6,8,11,16,-1.0,-1.0,-1.0,0.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot12,18,18,19,20,7,9,12,17,-1.0,-1.0,0.0,0.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot12,18,19,20,22,8,10,13,18,-1.0,-1.5,0.0,-2.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot12,19,20,22,24,9,11,14,19,-2.0,-2.0,-2.0,-5.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot12,20,21,22,20,10,12,15,20,-2.5,-2.0,-2.0,-1.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot12,21,22,23,20,11,13,16,21,-3.0,-2.0,-3.0,-2.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot12,21,22,24,26,12,14,17,22,-2.0,-2.0,-4.0,-9.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot12,21,22,23,24,13,15,18,23,-1.0,-2.0,-3.0,-8.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot12,21,22,23,20,14,16,19,24,-1.0,-2.0,-4.0,-6.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot12,20,21,22,20,15,17,20,25,0.0,-1.0,-3.0,-8.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot12,20,21,22,20,16,18,21,26,0.0,-1.0,-4.0,-8.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot12,19,19,18,17,17,19,22,27,1.0,0.0,-1.0,-5.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot12,19,19,18,17,18,20,23,28,1.0,0.0,-2.0,-5.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot12,18,18,17,16,19,21,24,29,1.0,0.0,-3.0,-4.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot12,18,18,17,14,20,22,25,30,1.0,-1.0,-5.0,-2.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot12,16,15,14,,21,23,26,,2.0,1.0,-2.0,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot12,14,14,14,,22,24,27,,3.0,0.0,-2.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot12,12,12,14,,23,25,28,,4.0,0.0,-2.0,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot12,12,12,14,,24,26,29,,2.0,0.0,-2.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot12,13,13,14,,25,27,30,,-1.0,-1.0,-2.0,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot12,12,13,,,26,28,,,0.0,-1.0,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot12,12,12,,,27,29,,,0.0,0.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot12,,,,,28,30,,,,,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot12,12,,,,29,,,,0.0,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot12,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot13,15,16,17,18,1,3,6,11,-0.5,0.0,-1.0,0.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot13,15,16,17,18,2,4,7,12,0.0,-1.0,0.0,1.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot13,17,18,19,20,3,5,8,13,-1.0,-2.0,-2.0,0.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot13,16,17,18,19,4,6,9,14,-1.0,-1.0,-1.0,1.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot13,18,19,21,23,5,7,10,15,-2.0,-2.0,-3.5,-3.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot13,18,19,21,24,6,8,11,16,-2.0,-2.0,-3.0,-4.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot13,18,19,21,24,7,9,12,17,-1.0,-2.0,-2.0,-4.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot13,18,19,21,24,8,10,13,18,-1.0,-1.5,-1.0,-4.0,mistral-large
newmfpwu,9,19.0,18.0,newmfpwubot13,19,20,22, 25,9,11,14,19,-2.0,-2.0,-2.0,-6.0,mistral-large
newmfpwu,10,20.0,19.0,newmfpwubot13,20,21,23,25,10,12,15,20,-2.5,-2.0,-3.0,-6.0,mistral-large
newmfpwu,11,20.0,20.0,newmfpwubot13,21,22,24,26,11,13,16,21,-3.0,-2.0,-4.0,-8.0,mistral-large
newmfpwu,12,20.0,20.0,newmfpwubot13,21,22,23,20,12,14,17,22,-2.0,-2.0,-3.0,-3.0,mistral-large
newmfpwu,13,20.0,20.0,newmfpwubot13,20,21,22,24,13,15,18,23,0.0,-1.0,-2.0,-8.0,mistral-large
newmfpwu,14,20.0,20.0,newmfpwubot13,20,21,22,20,14,16,19,24,0.0,-1.0,-3.0,-6.0,mistral-large
newmfpwu,15,20.0,20.0,newmfpwubot13,20,20,21,22,15,17,20,25,0.0,0.0,-2.0,-10.0,mistral-large
newmfpwu,16,19.0,20.0,newmfpwubot13,20,20,21,22,16,18,21,26,0.0,0.0,-3.0,-10.0,mistral-large
newmfpwu,17,19.0,19.0,newmfpwubot13,18,18,17,16,17,19,22,27,2.0,1.0,0.0,-4.0,mistral-large
newmfpwu,18,18.0,19.0,newmfpwubot13,19,19,18,17,18,20,23,28,1.0,0.0,-2.0,-5.0,mistral-large
newmfpwu,19,17.0,18.0,newmfpwubot13,18,17,16,14,19,21,24,29,1.0,1.0,-2.0,-2.0,mistral-large
newmfpwu,20,16.0,17.0,newmfpwubot13,17,16,15,14,20,22,25,30,2.0,1.0,-3.0,-2.0,mistral-large
newmfpwu,21,14.0,16.0,newmfpwubot13,16,15,14,,21,23,26,,2.0,1.0,-2.0,,mistral-large
newmfpwu,22,12.0,14.0,newmfpwubot13,13,12,14,,22,24,27,,4.0,2.0,-2.0,,mistral-large
newmfpwu,23,12.0,12.0,newmfpwubot13,12,13,14,,23,25,28,,4.0,-1.0,-2.0,,mistral-large
newmfpwu,24,12.0,12.0,newmfpwubot13,12,13,14,,24,26,29,,2.0,-1.0,-2.0,,mistral-large
newmfpwu,25,12.0,12.0,newmfpwubot13,13,14,14,,25,27,30,,-1.0,-2.0,-2.0,,mistral-large
newmfpwu,26,12.0,12.0,newmfpwubot13,12,13,,,26,28,,,0.0,-1.0,,,mistral-large
newmfpwu,27,12.0,12.0,newmfpwubot13,12,14,,,27,29,,,0.0,-2.0,,,mistral-large
newmfpwu,28,12.0,12.0,newmfpwubot13,12,12,,,28,30,,,0.0,0.0,,,mistral-large
newmfpwu,29,12.0,12.0,newmfpwubot13,12,,,,29,,,,0.0,,,,mistral-large
newmfpwu,30,13.0,12.0,newmfpwubot13,12,,,,30,,,,0.0,,,,mistral-large
newmfpwu,1,15.0,,newmfpwubot14,15,16,17,18,1,3,6,11,-0.5,0.0,-1.0,0.0,mistral-large
newmfpwu,2,16.0,15.0,newmfpwubot14,16,17,18,19,2,4,7,12,-1.0,-2.0,-1.0,0.0,mistral-large
newmfpwu,3,16.0,16.0,newmfpwubot14,17,18,19,20,3,5,8,13,-1.0,-2.0,-2.0,0.0,mistral-large
newmfpwu,4,17.0,16.0,newmfpwubot14,17,18,19,20,4,6,9,14,-2.0,-2.0,-2.0,0.0,mistral-large
newmfpwu,5,17.0,17.0,newmfpwubot14,18,19,20,22,5,7,10,15,-2.0,-2.0,-2.5,-2.0,mistral-large
newmfpwu,6,17.0,17.0,newmfpwubot14,18,19,21,23,6,8,11,16,-2.0,-2.0,-3.0,-3.0,mistral-large
newmfpwu,7,17.5,17.0,newmfpwubot14,18,19,21,23,7,9,12,17,-1.0,-2.0,-2.0,-3.0,mistral-large
newmfpwu,8,18.0,17.5,newmfpwubot14,18,19,21,23,8,10,13,18,-1.0,-1.5,-1.0,-3.0,mistral-large
